id,name,note,description,,client_res_id,monster_class,icon,resource,scale,radius,life_time,npc_type,monster_type,rage_time,level,attack_type,display_type,adapt_group,,,,,,,,,,,,,,,exp_drop,gold_drop,battle_info.endurance,battle_info.physical_strength,battle_info.agile,battle_info.intelligence,battle_info.spirit,battle_info.hp,battle_info.physical_attack,battle_info.magic_attack,battle_info.physical_armor,battle_info.magic_armor,battle_info.critical,battle_info.toughness,battle_info.accurate,battle_info.dodge,battle_info.move_speed,battle_info.attack_speed,battle_info.skill,ai_strategy,skill_ids_0,skill_ids_1,skill_ids_2,skill_ids_3,skill_ids_4,skill_ids_5,skill_ids_6,skill_ids_7,skill_ids_8,skill_ids_9,MainWeapon,ViceWeapon,Helmet,Shoulder,Chest,Manteau,Arm,Shoe
30468,monster_name_30468,克雷什,boss_dec_30161,这是个BOSS,30019,30468,monster_head_10+monster_head_dajungui,NULL,1.5,2.25,0,1,2,0,12,1,-1,-1,12,2,2,1.76,2.2,2.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,73,49,49,49,49,1837,689,689,61,61,78,78,94,78,4000,4000,-1,-1,210190,210191,210195,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30469,monster_name_30469,皮萨斯,boss_dec_30161,这是个BOSS,30006,30469,monster_head_10+monster_head_pisasi,NULL,1.5,1.0,0,1,2,0,12,1,-1,-1,12,2,2,1.76,2.2,2.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,73,49,49,49,49,1837,689,689,61,61,78,78,94,78,4000,4000,-1,-1,210050,210053,210933,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30470,monster_name_30470,斯卡姆,boss_dec_30161,这是个BOSS,30153,30470,monster_head_20+monster_head_keduoshou,NULL,1.0,2.0,0,1,2,0,13,1,-1,-1,13,2,1,1.68,2.05,2.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,77,52,52,52,52,1943,711,711,72,72,84,84,101,84,4000,4000,-1,-1,210960,210961,210962,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30471,monster_name_30471,瑟芬迪斯,boss_dec_30161,这是个BOSS,30086,30471,monster_head_10+monster_head_pisasi,NULL,1.5,1.0,0,1,2,0,13,1,-1,-1,13,2,2,1.68,2.05,2.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,77,52,52,52,52,1943,711,711,72,72,84,84,101,84,4000,4000,-1,-1,210050,210051,210930,210061,210932,-1,-1,-1,-1,-1,res/model/mt_50.model+rightweapon,"","","","","","",""
30472,monster_name_30472,永生者沃尔丹,boss_dec_30161,这是个BOSS,30089,30472,monster_head_10+monster_head_yongshengzhe,NULL,1.5,2.25,0,1,2,0,14,1,-1,-1,14,2,7,1.6,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,81,54,54,54,54,1944,729,729,76,76,108,90,90,90,4000,4000,-1,-1,210230,210231,210232,210233,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30473,monster_name_30473,吞噬者穆坦努斯,boss_dec_30161,这是个BOSS,30090,30473,monster_head_10+monster_head_xiaoyuren,NULL,1.5,0.75,0,1,2,0,15,1,-1,-1,15,2,2,1.2,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,116,77,77,77,77,2041,765,765,104,104,96,96,115,96,4000,4000,-1,-1,210401,210405,210406,210407,210408,210411,-1,-1,-1,-1,"","","","","","","",""
30474,monster_name_30474,变异精灵龙,boss_dec_30161,这是个BOSS,30009,30474,monster_head_10+monster_head_xiannvlong,NULL,2.0,1.0,0,1,2,0,14,1,-1,-1,14,2,1,1.6,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,81,54,54,54,54,1944,729,729,76,76,90,90,108,90,4000,4000,-1,-1,210080,210082,210083,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30475,monster_name_30475,剧毒飞蛇(变身),"","",30148,30401,monster_head_20+monster_head_feishe,NULL,1.0,0.5,0,1,2,0,14,1,-1,-1,11,2,1,1.76,2.2,2.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,70,46,46,46,46,1742,653,653,58,58,72,72,86,72,4000,4000,-1,-1,210890,210891,210892,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30501,monster_name_30501,影牙白头狼人,"","",30091,30501,monster_head_10+monster_head_langwang,NULL,1.0,0.5,0,1,1,0,15,1,-1,-1,15,1,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,15,116,77,77,77,77,709,425,425,104,104,96,96,115,96,4000,4000,-1,-1,210020,210021,210022,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30502,monster_name_30502,荒狼,"","",30012,30502,monster_head_10+monster_head_lang,NULL,1.0,1.0,0,1,1,0,15,1,-1,-1,15,1,7,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,15,116,77,77,77,77,709,425,425,104,104,115,96,96,96,4000,4000,-1,-1,210110,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30503,monster_name_30503,影牙夜行者,"","",30091,30503,monster_head_10+monster_head_langwang,NULL,1.0,0.5,0,1,1,0,15,1,-1,-1,15,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,15,116,77,77,77,77,709,425,425,104,104,96,96,115,96,4000,4000,-1,-1,210020,210021,210022,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30504,monster_name_30504,被奴役的座狼,"","",30014,30504,monster_head_10+monster_head_lang,NULL,1.0,1.0,0,1,1,0,15,1,-1,-1,15,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,15,116,77,77,77,77,709,425,425,104,104,96,96,115,96,4000,4000,-1,-1,210120,210122,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30505,monster_name_30505,影牙暴食者,"","",30092,30505,monster_head_10+monster_head_langwang,NULL,1.0,0.5,0,1,1,0,15,1,-1,-1,15,1,7,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,15,116,77,77,77,77,709,425,425,104,104,115,96,96,96,4000,4000,-1,-1,210020,210021,210022,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30506,monster_name_30506,影牙狼人卫兵,"","",30003,30506,monster_head_10+monster_head_langwang,NULL,1.0,0.5,0,1,1,0,15,1,-1,-1,15,1,4,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,15,116,77,77,77,77,709,397,397,145,104,96,96,96,96,4000,4000,-1,-1,210020,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30507,monster_name_30507,影牙黑暗之魂狼人,"","",30003,30507,monster_head_10+monster_head_langwang,NULL,1.0,0.5,0,1,1,0,15,1,-1,-1,15,1,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,15,116,77,77,77,77,709,425,425,104,104,96,96,115,96,4000,4000,-1,-1,210020,210022,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30508,monster_name_30508,鬼怪仆从,"","",30145,30508,player_head_ka+player_head_ka_chenyu,NULL,1.0,0.5,0,1,1,0,15,1,-1,-1,15,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,15,116,77,77,77,77,709,425,425,104,104,96,96,115,96,4000,4000,-1,-1,210840,-1,-1,-1,-1,-1,-1,-1,-1,-1,res/model/mt_50.model+rightweapon,"","",res/model/huizhang_20.model,res/model/huizhang_20.model,res/model/huizhang_20.model,res/model/huizhang_20.model,res/model/huizhang_20.model
30509,monster_name_30509,哀嚎的卫兵,"","",30145,30509,player_head_ka+player_head_ka_chenyu,NULL,1.0,0.5,0,1,1,0,15,1,-1,-1,15,1,5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,15,116,77,77,77,77,709,397,397,104,145,96,96,96,96,4000,4000,-1,-1,210840,-1,-1,-1,-1,-1,-1,-1,-1,-1,res/model/mt_50.model+rightweapon,"","",res/model/huizhang_20.model,res/model/huizhang_20.model,res/model/huizhang_20.model,res/model/huizhang_20.model,res/model/huizhang_20.model
30510,monster_name_30510,痛苦的文官,"","",30145,30510,player_head_ka+player_head_ka_chenyu,NULL,1.0,0.5,0,1,1,0,15,1,-1,-1,15,1,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,15,116,77,77,77,77,709,425,425,104,104,96,96,115,96,4000,4000,-1,-1,210840,-1,-1,-1,-1,-1,-1,-1,-1,-1,res/model/mt_50.model+rightweapon,"","",res/model/huizhang_20.model,res/model/huizhang_20.model,res/model/huizhang_20.model,res/model/huizhang_20.model,res/model/huizhang_20.model
30511,monster_name_30511,石头沉睡者,"","",30134,30511,monster_head_20+monster_head_shixianggui,NULL,1.0,0.5,0,1,1,0,15,1,-1,-1,15,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,15,116,77,77,77,77,709,425,425,104,104,96,96,115,96,4000,4000,-1,-1,210740,210741,210742,210743,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30512,monster_name_30512,邪蝠,"","",30134,30512,monster_head_20+monster_head_shixianggui,NULL,1.0,0.5,0,1,1,0,15,1,-1,-1,15,1,7,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,15,116,77,77,77,77,709,425,425,104,104,115,96,96,96,4000,4000,-1,-1,210740,210741,210742,210743,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30513,monster_name_30513,觅血者,"","",30134,30513,monster_head_20+monster_head_shixianggui,NULL,1.0,0.5,0,1,1,0,15,1,-1,-1,15,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,15,116,77,77,77,77,709,425,425,104,104,96,96,115,96,4000,4000,-1,-1,210740,210741,210742,210743,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30514,monster_name_30514,暗牙恐狼,"","",30094,30514,monster_head_10+monster_head_lang,NULL,1.0,1.0,0,1,1,0,15,1,-1,-1,15,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,15,116,77,77,77,77,709,425,425,104,104,96,96,115,96,4000,4000,-1,-1,210120,210122,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30515,monster_name_30515,阿鲁高之子,"","",30003,30515,monster_head_10+monster_head_langwang,NULL,1.0,0.5,0,1,1,0,15,1,-1,-1,15,1,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,15,116,77,77,77,77,709,425,425,104,104,96,96,115,96,4000,4000,-1,-1,210020,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30516,monster_name_30516,影牙暴怒者,"","",30003,30516,monster_head_10+monster_head_langwang,NULL,1.0,0.5,0,1,1,0,15,1,-1,-1,15,1,7,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,15,116,77,77,77,77,709,425,425,104,104,115,96,96,96,4000,4000,-1,-1,210020,210022,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30517,monster_name_30517,警戒座狼,"","",30014,30517,monster_head_10+monster_head_lang,NULL,1.0,1.0,0,1,1,0,15,1,-1,-1,15,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,15,116,77,77,77,77,709,425,425,104,104,96,96,115,96,4000,4000,-1,-1,210120,210122,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30518,monster_name_30518,影牙白头狼人,"","",30091,30501,monster_head_10+monster_head_langwang,NULL,1.0,0.5,0,1,1,0,16,1,-1,-1,16,1,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,16,119,79,79,79,79,735,441,441,108,108,102,102,122,102,4000,4000,-1,-1,210020,210021,210022,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30519,monster_name_30519,荒狼,"","",30012,30502,monster_head_10+monster_head_lang,NULL,1.0,1.0,0,1,1,0,16,1,-1,-1,16,1,7,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,16,119,79,79,79,79,735,441,441,108,108,122,102,102,102,4000,4000,-1,-1,210110,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30520,monster_name_30520,影牙夜行者,"","",30091,30503,monster_head_10+monster_head_langwang,NULL,1.0,0.5,0,1,1,0,16,1,-1,-1,16,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,16,119,79,79,79,79,735,441,441,108,108,102,102,122,102,4000,4000,-1,-1,210020,210021,210022,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30521,monster_name_30521,被奴役的座狼,"","",30014,30504,monster_head_10+monster_head_lang,NULL,1.0,1.0,0,1,1,0,16,1,-1,-1,16,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,16,119,79,79,79,79,735,441,441,108,108,102,102,122,102,4000,4000,-1,-1,210120,210122,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30522,monster_name_30522,影牙暴食者,"","",30092,30505,monster_head_10+monster_head_langwang,NULL,1.0,0.5,0,1,1,0,16,1,-1,-1,16,1,7,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,16,119,79,79,79,79,735,441,441,108,108,122,102,102,102,4000,4000,-1,-1,210020,210021,210022,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30523,monster_name_30523,影牙狼人卫兵,"","",30003,30506,monster_head_10+monster_head_langwang,NULL,1.0,0.5,0,1,1,0,16,1,-1,-1,16,1,4,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,16,119,79,79,79,79,735,412,412,152,108,102,102,102,102,4000,4000,-1,-1,210020,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30524,monster_name_30524,影牙黑暗之魂狼人,"","",30003,30507,monster_head_10+monster_head_langwang,NULL,1.0,0.5,0,1,1,0,16,1,-1,-1,16,1,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,16,119,79,79,79,79,735,441,441,108,108,102,102,122,102,4000,4000,-1,-1,210020,210022,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30525,monster_name_30525,鬼怪仆从,"","",30145,30508,player_head_ka+player_head_ka_chenyu,NULL,1.0,0.5,0,1,1,0,16,1,-1,-1,16,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,16,119,79,79,79,79,735,441,441,108,108,102,102,122,102,4000,4000,-1,-1,210840,-1,-1,-1,-1,-1,-1,-1,-1,-1,res/model/mt_50.model+rightweapon,"","",res/model/huizhang_20.model,res/model/huizhang_20.model,res/model/huizhang_20.model,res/model/huizhang_20.model,res/model/huizhang_20.model
30526,monster_name_30526,哀嚎的卫兵,"","",30145,30509,player_head_ka+player_head_ka_chenyu,NULL,1.0,0.5,0,1,1,0,16,1,-1,-1,16,1,5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,16,119,79,79,79,79,735,412,412,108,152,102,102,102,102,4000,4000,-1,-1,210840,-1,-1,-1,-1,-1,-1,-1,-1,-1,res/model/mt_50.model+rightweapon,"","",res/model/huizhang_20.model,res/model/huizhang_20.model,res/model/huizhang_20.model,res/model/huizhang_20.model,res/model/huizhang_20.model
30527,monster_name_30527,痛苦的文官,"","",30145,30510,player_head_ka+player_head_ka_chenyu,NULL,1.0,0.5,0,1,1,0,16,1,-1,-1,16,1,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,16,119,79,79,79,79,735,441,441,108,108,102,102,122,102,4000,4000,-1,-1,210840,-1,-1,-1,-1,-1,-1,-1,-1,-1,res/model/mt_50.model+rightweapon,"","",res/model/huizhang_20.model,res/model/huizhang_20.model,res/model/huizhang_20.model,res/model/huizhang_20.model,res/model/huizhang_20.model
30528,monster_name_30528,石头沉睡者,"","",30134,30511,monster_head_20+monster_head_shixianggui,NULL,1.0,0.5,0,1,1,0,16,1,-1,-1,16,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,16,119,79,79,79,79,735,441,441,108,108,102,102,122,102,4000,4000,-1,-1,210740,210741,210742,210743,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30529,monster_name_30529,邪蝠,"","",30134,30512,monster_head_20+monster_head_shixianggui,NULL,1.0,0.5,0,1,1,0,16,1,-1,-1,16,1,7,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,16,119,79,79,79,79,735,441,441,108,108,122,102,102,102,4000,4000,-1,-1,210740,210741,210742,210743,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30530,monster_name_30530,觅血者,"","",30134,30513,monster_head_20+monster_head_shixianggui,NULL,1.0,0.5,0,1,1,0,16,1,-1,-1,16,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,16,119,79,79,79,79,735,441,441,108,108,102,102,122,102,4000,4000,-1,-1,210740,210741,210742,210743,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30531,monster_name_30531,暗牙恐狼,"","",30094,30514,monster_head_10+monster_head_lang,NULL,1.0,1.0,0,1,1,0,16,1,-1,-1,16,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,16,119,79,79,79,79,735,441,441,108,108,102,102,122,102,4000,4000,-1,-1,210120,210122,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30532,monster_name_30532,阿鲁高之子,"","",30003,30515,monster_head_10+monster_head_langwang,NULL,1.0,0.5,0,1,1,0,16,1,-1,-1,16,1,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,16,119,79,79,79,79,735,441,441,108,108,102,102,122,102,4000,4000,-1,-1,210020,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30533,monster_name_30533,影牙暴怒者,"","",30003,30516,monster_head_10+monster_head_langwang,NULL,1.0,0.5,0,1,1,0,16,1,-1,-1,16,1,7,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,16,119,79,79,79,79,735,441,441,108,108,122,102,102,102,4000,4000,-1,-1,210020,210022,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30534,monster_name_30534,警戒座狼,"","",30014,30517,monster_head_10+monster_head_lang,NULL,1.0,1.0,0,1,1,0,16,1,-1,-1,16,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125,16,119,79,79,79,79,735,441,441,108,108,102,102,122,102,4000,4000,-1,-1,210120,210122,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30535,monster_name_30535,影牙白头狼人,"","",30091,30501,monster_head_10+monster_head_langwang,NULL,1.0,0.5,0,1,1,0,17,1,-1,-1,17,1,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130,17,123,82,82,82,82,761,457,457,113,113,108,108,130,108,4000,4000,-1,-1,210020,210021,210022,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30536,monster_name_30536,荒狼,"","",30012,30502,monster_head_10+monster_head_lang,NULL,1.0,1.0,0,1,1,0,17,1,-1,-1,17,1,7,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130,17,123,82,82,82,82,761,457,457,113,113,130,108,108,108,4000,4000,-1,-1,210110,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30537,monster_name_30537,影牙夜行者,"","",30091,30503,monster_head_10+monster_head_langwang,NULL,1.0,0.5,0,1,1,0,17,1,-1,-1,17,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130,17,123,82,82,82,82,761,457,457,113,113,108,108,130,108,4000,4000,-1,-1,210020,210021,210022,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30538,monster_name_30538,被奴役的座狼,"","",30014,30504,monster_head_10+monster_head_lang,NULL,1.0,1.0,0,1,1,0,17,1,-1,-1,17,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130,17,123,82,82,82,82,761,457,457,113,113,108,108,130,108,4000,4000,-1,-1,210120,210122,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30539,monster_name_30539,影牙暴食者,"","",30092,30505,monster_head_10+monster_head_langwang,NULL,1.0,0.5,0,1,1,0,17,1,-1,-1,17,1,7,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130,17,123,82,82,82,82,761,457,457,113,113,130,108,108,108,4000,4000,-1,-1,210020,210021,210022,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30540,monster_name_30540,影牙狼人卫兵,"","",30003,30506,monster_head_10+monster_head_langwang,NULL,1.0,0.5,0,1,1,0,17,1,-1,-1,17,1,4,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130,17,123,82,82,82,82,761,426,426,158,113,108,108,108,108,4000,4000,-1,-1,210020,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30541,monster_name_30541,影牙黑暗之魂狼人,"","",30003,30507,monster_head_10+monster_head_langwang,NULL,1.0,0.5,0,1,1,0,17,1,-1,-1,17,1,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130,17,123,82,82,82,82,761,457,457,113,113,108,108,130,108,4000,4000,-1,-1,210020,210022,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30542,monster_name_30542,鬼怪仆从,"","",30145,30508,player_head_ka+player_head_ka_chenyu,NULL,1.0,0.5,0,1,1,0,17,1,-1,-1,17,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130,17,123,82,82,82,82,761,457,457,113,113,108,108,130,108,4000,4000,-1,-1,210840,-1,-1,-1,-1,-1,-1,-1,-1,-1,res/model/mt_50.model+rightweapon,"","",res/model/huizhang_20.model,res/model/huizhang_20.model,res/model/huizhang_20.model,res/model/huizhang_20.model,res/model/huizhang_20.model
30543,monster_name_30543,哀嚎的卫兵,"","",30145,30509,player_head_ka+player_head_ka_chenyu,NULL,1.0,0.5,0,1,1,0,17,1,-1,-1,17,1,5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130,17,123,82,82,82,82,761,426,426,113,158,108,108,108,108,4000,4000,-1,-1,210840,-1,-1,-1,-1,-1,-1,-1,-1,-1,res/model/mt_50.model+rightweapon,"","",res/model/huizhang_20.model,res/model/huizhang_20.model,res/model/huizhang_20.model,res/model/huizhang_20.model,res/model/huizhang_20.model
30544,monster_name_30544,痛苦的文官,"","",30145,30510,player_head_ka+player_head_ka_chenyu,NULL,1.0,0.5,0,1,1,0,17,1,-1,-1,17,1,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130,17,123,82,82,82,82,761,457,457,113,113,108,108,130,108,4000,4000,-1,-1,210840,-1,-1,-1,-1,-1,-1,-1,-1,-1,res/model/mt_50.model+rightweapon,"","",res/model/huizhang_20.model,res/model/huizhang_20.model,res/model/huizhang_20.model,res/model/huizhang_20.model,res/model/huizhang_20.model
30545,monster_name_30545,石头沉睡者,"","",30134,30511,monster_head_20+monster_head_shixianggui,NULL,1.0,0.5,0,1,1,0,17,1,-1,-1,17,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130,17,123,82,82,82,82,761,457,457,113,113,108,108,130,108,4000,4000,-1,-1,210740,210741,210742,210743,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30546,monster_name_30546,邪蝠,"","",30134,30512,monster_head_20+monster_head_shixianggui,NULL,1.0,0.5,0,1,1,0,17,1,-1,-1,17,1,7,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130,17,123,82,82,82,82,761,457,457,113,113,130,108,108,108,4000,4000,-1,-1,210740,210741,210742,210743,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30547,monster_name_30547,觅血者,"","",30134,30513,monster_head_20+monster_head_shixianggui,NULL,1.0,0.5,0,1,1,0,17,1,-1,-1,17,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130,17,123,82,82,82,82,761,457,457,113,113,108,108,130,108,4000,4000,-1,-1,210740,210741,210742,210743,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30548,monster_name_30548,暗牙恐狼,"","",30094,30514,monster_head_10+monster_head_lang,NULL,1.0,1.0,0,1,1,0,17,1,-1,-1,17,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130,17,123,82,82,82,82,761,457,457,113,113,108,108,130,108,4000,4000,-1,-1,210120,210122,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30549,monster_name_30549,阿鲁高之子,"","",30003,30515,monster_head_10+monster_head_langwang,NULL,1.0,0.5,0,1,1,0,17,1,-1,-1,17,1,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130,17,123,82,82,82,82,761,457,457,113,113,108,108,130,108,4000,4000,-1,-1,210020,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30550,monster_name_30550,影牙暴怒者,"","",30003,30516,monster_head_10+monster_head_langwang,NULL,1.0,0.5,0,1,1,0,17,1,-1,-1,17,1,7,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130,17,123,82,82,82,82,761,457,457,113,113,130,108,108,108,4000,4000,-1,-1,210020,210022,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30551,monster_name_30551,警戒座狼,"","",30014,30517,monster_head_10+monster_head_lang,NULL,1.0,1.0,0,1,1,0,17,1,-1,-1,17,1,2,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,130,17,123,82,82,82,82,761,457,457,113,113,108,108,130,108,4000,4000,-1,-1,210120,210122,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30552,monster_name_30552,影牙白头狼人,"","",30091,30501,monster_head_10+monster_head_langwang,NULL,1.0,0.5,0,1,1,0,18,1,-1,-1,18,1,1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,135,18,128,85,85,85,85,821,493,493,127,127,114,114,137,114,4000,4000,-1,-1,210020,210021,210022,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
30553,monster_name_30553,荒狼,"","",30012,30502,monster_head_10+monster_head_lang,NULL,1.0,1.0,0,1,1,0,18,1,-1,-1,18,1,7,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,135,18,128,85,85,85,85,821,493,493,127,127,137,114,114,114,4000,4000,-1,-1,210110,-1,-1,-1,-1,-1,-1,-1,-1,-1,"","","","","","","",""
